suburb,address,rooms,type,price,method,sellerg,date,distance,postcode,bedrooms,bathrooms,car,landsize,buildingarea,build_year,councilarea,latitude,longitude,regionname,propertycount
Abbotsford,78 Yarra St,0.6666666666666667,h,0.5102489019033672,S,LITTLE,16/07/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.0,0.3333333333333333,0.11174089068825846,0.42510121457489847,0.19108280254777005,Yarra,0.5151431793799613,0.523652365236465,Northern Metropolitan,0.23955652346070072
Abbotsford,42 Valiant St,0.3333333333333332,h,0.37042459736456784,S,Biggin,17/09/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.0,0.3333333333333333,0.12145748987854108,0.295546558704453,0.7961783439490442,Yarra,0.5178939839903168,0.5315976042048337,Northern Metropolitan,0.23955652346070072
Abbotsford,3/72 Charles St,1.0,h,0.5851634943875058,PI,Kay,18/03/2017,0.088235294117647,0.3170731707317075,1.0,0.4999999999999998,0.6666666666666667,0.6315789473684201,0.5465587044534411,0.2547770700636934,Yarra,0.5008389954061598,0.5210039522470845,Northern Metropolitan,0.23955652346070072
Abbotsford,6/219 Nicholson St,0.3333333333333332,u,0.1800878477305998,S,Collins,18/06/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.0,0.3333333333333333,0.0,0.24291497975708384,0.7006369426751567,Yarra,0.5167936621461857,0.5250784337692609,Northern Metropolitan,0.23955652346070072
Abbotsford,52a William St,0.3333333333333332,h,0.47291361639824264,PI,Biggin,18/06/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.4999999999999998,0.3333333333333333,0.10040485829959377,0.5465587044534411,0.9745222929936295,Yarra,0.49918851263994934,0.5260970541498617,Northern Metropolitan,0.23955652346070072
Abbotsford,49 Park St,0.3333333333333332,h,0.5778428501708149,S,Marshall,19/11/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.0,0.0,0.11902834008096973,0.3441295546558701,0.2547770700636934,Yarra,0.4989134321789026,0.5185592633336877,Northern Metropolitan,0.23955652346070072
Abbotsford,48 Abbotsford St,0.6666666666666667,h,0.6425085407515858,PI,Nelson,22/08/2016,0.088235294117647,0.3170731707317075,0.6666666666666667,1.0,0.3333333333333333,0.13441295546558474,0.7044534412955458,0.9681528662420358,Yarra,0.5162435012241062,0.5309864319764845,Northern Metropolitan,0.23955652346070072
Abbotsford,159 Park St,0.3333333333333332,h,0.48999511957052205,S,Nelson,22/08/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.4999999999999998,0.6666666666666667,0.07935222672064644,0.5182186234817804,0.382165605095542,Yarra,0.5195444667565274,0.5210039522470845,Northern Metropolitan,0.23955652346070072
Abbotsford,60 Stafford St,0.6666666666666667,h,0.5656417764763297,S,Biggin,25/02/2017,0.088235294117647,0.3170731707317075,0.6666666666666667,0.0,0.3333333333333333,0.1360323886639666,0.5020242914979748,0.573248407643312,Yarra,0.518994305834448,0.5222262967037262,Northern Metropolitan,0.23955652346070072
Abbotsford,11/205 Gipps St,0.0,u,0.16544655929721794,S,Nelson,26/07/2016,0.088235294117647,0.3170731707317075,0.0,0.0,0.3333333333333333,0.0,0.20242914979756965,0.9745222929936295,Yarra,0.5057904437047777,0.5228374689320752,Northern Metropolitan,0.23955652346070072
Abbotsford,47 Studley St,0.3333333333333332,h,0.5119570522205952,S,Jellis,27/11/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.0,0.0,0.1311740890688238,0.3684210526315785,0.2547770700636934,Yarra,0.5165185816851391,0.5218188485514741,Northern Metropolitan,0.23955652346070072
Abbotsford,45 Yarra St,0.6666666666666667,h,0.5192776964372862,SP,Jellis,27/11/2016,0.088235294117647,0.3170731707317075,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.09716599190283293,0.5182186234817804,0.878980891719744,Yarra,0.5148680989189285,0.5214114003992224,Northern Metropolitan,0.23955652346070072
Abbotsford,200 Nicholson St,0.3333333333333332,h,0.430209858467545,S,Nelson,28/05/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.0,0.0,0.14736842105263132,0.33198380566801505,0.2547770700636934,Yarra,0.5151431793799613,0.5258933300737074,Northern Metropolitan,0.23955652346070072
Abbotsford,27 Charles St,0.3333333333333332,h,0.4387506100536847,S,Biggin,30/07/2016,0.088235294117647,0.3170731707317075,0.3333333333333333,0.0,0.3333333333333333,0.13927125506072757,0.3279352226720643,0.4458598726114633,Yarra,0.497262949412706,0.5197816077903292,Northern Metropolitan,0.23955652346070072
Airport West,154 Halsey Rd,0.6666666666666667,t,0.34602244997559756,PI,Nelson,3/09/2016,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.24534412955465373,0.9109311740890689,0.993630573248407,Moonee Valley,0.7464858471102599,0.2822393350445662,Western Metropolitan,0.20293011284894066
Airport West,50 Bedford St,0.6666666666666667,h,0.29233772571986305,VB,Nelson,3/12/2016,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.0,0.5870445344129552,0.6687898089171965,Moonee Valley,0.7401589965064646,0.277146233141789,Western Metropolitan,0.20293011284894066
Airport West,50 Bedford St,0.6666666666666667,h,0.3118594436310391,SP,Nelson,4/03/2017,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.0,0.5870445344129552,0.6687898089171965,Moonee Valley,0.7401589965064646,0.277146233141789,Western Metropolitan,0.20293011284894066
Airport West,23 Hart St,0.3333333333333332,h,0.23035627135187872,S,Nelson,4/03/2017,0.6274509803921567,0.1951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.22024291497975598,0.3400809716599179,0.573248407643312,Moonee Valley,0.7151266745523015,0.30261174265573176,Western Metropolitan,0.20293011284894066
Airport West,1/80 Hawker St,0.6666666666666667,t,0.27769643728648113,S,Brad,4/03/2017,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.4999999999999998,0.6666666666666667,0.19352226720647636,0.542510121457489,0.9490445859872612,Moonee Valley,0.7360327895909452,0.29385160738291627,Western Metropolitan,0.20293011284894066
Airport West,1/37 Hillside Gr,0.6666666666666667,h,0.22889214250854054,S,Maddison,4/03/2017,0.6274509803921567,0.1951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.2348178137651815,0.4696356275303635,0.7643312101910811,Moonee Valley,0.7209033642340313,0.27490526830460343,Western Metropolitan,0.20293011284894066
Airport West,2/49 McIntosh St,0.3333333333333332,u,0.1800878477305998,VB,Barry,4/03/2017,0.6274509803921567,0.1951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.1360323886639666,0.3481781376518208,0.961783439490443,Moonee Valley,0.7368580309740572,0.29935215743794513,Western Metropolitan,0.20293011284894066
Airport West,2/252 Parer Rd,0.3333333333333332,t,0.15568570034162993,S,Barry,7/05/2016,0.6274509803921567,0.1951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.08906882591092917,0.36437246963562653,0.9872611464968133,Moonee Valley,0.7365829505130107,0.2679786497167788,Western Metropolitan,0.20293011284894066
Airport West,3/19 Hart St,0.3333333333333332,u,0.18740849194729112,S,Barry,7/11/2016,0.6274509803921567,0.1951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.11417004048582981,0.295546558704453,0.9745222929936295,Moonee Valley,0.7140263527081705,0.30322291488402386,Western Metropolitan,0.20293011284894066
Airport West,2/62 Clydesdale Rd,0.3333333333333332,u,0.19472913616398213,S,Nelson,10/09/2016,0.6274509803921567,0.1951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.09716599190283293,0.3805668016194321,0.9681528662420358,Moonee Valley,0.7316315022143931,0.28468402395790593,Western Metropolitan,0.20293011284894066
Airport West,13 Etzel St,0.6666666666666667,h,0.3289409468033186,S,Nelson,10/12/2016,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.0,0.3333333333333333,0.0,0.42510121457489847,0.573248407643312,Moonee Valley,0.7363078700519918,0.2828505072729154,Western Metropolitan,0.20293011284894066
Airport West,1/43 Cameron St,0.6666666666666667,u,0.30307467057101006,S,Nelson,11/02/2017,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.0,0.3333333333333333,0.21457489878542368,0.5263157894736834,0.8471337579617828,Moonee Valley,0.7129260308640117,0.2975186407529547,Western Metropolitan,0.20293011284894066
Airport West,2/40 Earl St,0.6666666666666667,t,0.27769643728648113,PI,Brad,15/10/2016,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.4999999999999998,0.6666666666666667,0.13360323886639525,0.5384615384615381,0.9490445859872612,Moonee Valley,0.7217286056171437,0.30057450189458657,Western Metropolitan,0.20293011284894066
Airport West,180 Parer Rd,0.6666666666666667,h,0.3411420204978038,S,Barry,16/04/2016,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.0,0.6666666666666667,0.7862348178137656,0.4574898785425097,0.6369426751592344,Moonee Valley,0.7448353643440495,0.278164853522333,Western Metropolitan,0.20293011284894066
Airport West,174 Parer Rd,0.3333333333333332,h,0.2654953635919956,S,Barry,16/07/2016,0.6274509803921567,0.1951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.49554655870445335,0.4048582995951407,0.7324840764331199,Moonee Valley,0.7445602838830306,0.2791834739028772,Western Metropolitan,0.20293011284894066
Airport West,478 Fullarton Rd,0.6666666666666667,h,0.3313811615422157,PI,Barry,18/03/2017,0.6274509803921567,0.1951219512195124,0.6666666666666667,1.0,0.6666666666666667,0.4493927125506082,0.7773279352226714,0.7643312101910811,Moonee Valley,0.7176023987016243,0.2647190644990493,Western Metropolitan,0.20293011284894066
Airport West,144 Marshall Rd,0.6666666666666667,h,0.2850170815031721,S,Rendina,18/03/2017,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.4999999999999998,0.6666666666666667,0.34170040485830017,0.5101214574898776,0.8598726114649656,Moonee Valley,0.750887134486826,0.28468402395790593,Western Metropolitan,0.20293011284894066
Airport West,3/7 South Rd,0.6666666666666667,t,0.19960956564177634,SP,Nelson,18/06/2016,0.6274509803921567,0.1951219512195124,0.3333333333333333,0.4999999999999998,0.3333333333333333,0.1303643724696343,0.4089068825910927,0.9554140127388528,Moonee Valley,0.7324567435974915,0.28672126471905096,Western Metropolitan,0.20293011284894066
Airport West,37 North St,0.6666666666666667,t,0.33870180575890657,SP,Barry,19/11/2016,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.237246963562753,0.41295546558704355,0.6369426751592344,Moonee Valley,0.7409842378895768,0.28142443874011963,Western Metropolitan,0.20293011284894066
Airport West,10 Hilbert Rd,0.6666666666666667,h,0.27037579306978987,S,Barry,22/05/2016,0.6274509803921567,0.1951219512195124,0.6666666666666667,0.0,0.3333333333333333,0.46882591093117365,0.4574898785425097,0.7324840764331199,Moonee Valley,0.7338321459026692,0.2726643034673612,Western Metropolitan,0.20293011284894066
Airport West,85 Roberts Rd,1.0,h,0.3753050268423616,S,Harcourts,27/11/2016,0.6274509803921567,0.1951219512195124,1.0,0.4999999999999998,1.0,0.5085020242914968,0.591093117408906,0.7324840764331199,Moonee Valley,0.7255797320716164,0.27388664792400264,Western Metropolitan,0.20293011284894066
Albert Park,105 Kerferd Rd,0.3333333333333332,h,0.5583211322596384,S,hockingstuart,3/09/2016,0.12745098039215685,0.9951219512195124,0.3333333333333333,0.0,0.0,0.09716599190283293,0.33198380566801505,0.2547770700636934,Port Phillip,0.39465793744670363,0.44012549403082857,Southern Metropolitan,0.1907873028443211
Albert Park,94 Graham St,0.6666666666666667,h,0.838945827232796,S,Greg,4/03/2017,0.12745098039215685,0.9951219512195124,0.6666666666666667,0.4999999999999998,0.0,0.10364372469635472,0.5384615384615381,0.19108280254777005,Port Phillip,0.39658350067394693,0.4264759809313903,Southern Metropolitan,0.1907873028443211
Albert Park,396 Montague St,0.3333333333333332,h,0.636896046852123,S,RT,4/03/2017,0.12745098039215685,0.9951219512195124,0.3333333333333333,0.0,0.0,0.10526315789473667,0.3279352226720643,0.2547770700636934,Port Phillip,0.40236019035567683,0.44216273479197354,Southern Metropolitan,0.1907873028443211
Albert Park,1 Moubray St,0.6666666666666667,h,0.814543679843826,VB,Greg,7/11/2016,0.12745098039215685,0.9951219512195124,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.10688259109311554,0.6437246963562752,0.8662420382165584,Port Phillip,0.4067614777322291,0.4329951513669633,Southern Metropolitan,0.1907873028443211
Albert Park,29 Faussett St,0.3333333333333332,h,0.9707174231332353,S,Greg,10/09/2016,0.12745098039215685,0.9951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.16113360323886433,0.43319838056680127,0.2547770700636934,Port Phillip,0.4048359145049995,0.4399217699547311,Southern Metropolitan,0.1907873028443211
Albert Park,24 Kerferd Pl,0.6666666666666667,h,0.814543679843826,S,Marshall,10/09/2016,0.12745098039215685,0.9951219512195124,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.07287449392712467,0.49392712550607193,0.2547770700636934,Port Phillip,0.40511099496601854,0.443385079248615,Southern Metropolitan,0.1907873028443211
Albert Park,4a Gatehouse La,0.6666666666666667,h,0.6046852122986819,S,Greg,12/06/2016,0.12745098039215685,0.9951219512195124,0.6666666666666667,0.4999999999999998,0.6666666666666667,0.0,0.3441295546558701,0.8917197452229287,Port Phillip,0.3968585811349798,0.43116163468191576,Southern Metropolitan,0.1907873028443211
Albert Park,65 Graham St,0.3333333333333332,h,0.5815031722791605,S,Greg,15/10/2016,0.12745098039215685,0.9951219512195124,0.3333333333333333,0.0,0.0,0.1206477732793517,0.39676113360323795,0.19108280254777005,Port Phillip,0.3990592248232697,0.42504991239865153,Southern Metropolitan,0.1907873028443211
Albert Park,364 Montague St,0.3333333333333332,h,0.6986334797462174,S,Greg,15/10/2016,0.12745098039215685,0.9951219512195124,0.3333333333333333,0.0,0.0,0.11417004048582981,0.33603238866396723,0.19108280254777005,Port Phillip,0.40428575358292007,0.4415515625636245,Southern Metropolitan,0.1907873028443211
Albert Park,86 Mills St,0.6666666666666667,h,0.9121522693997071,VB,RT,16/04/2016,0.12745098039215685,0.9951219512195124,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.17085020242915008,0.595141700404858,0.2547770700636934,Port Phillip,0.39163205237531534,0.4441999755531186,Southern Metropolitan,0.1907873028443211
Albert Park,55 Merton St,0.6666666666666667,h,0.9609565641776472,SP,Marshall,23/04/2016,0.12745098039215685,0.9951219512195124,0.3333333333333333,0.0,0.3333333333333333,0.09716599190283293,0.49797570850202394,0.2547770700636934,Port Phillip,0.40346051219980794,0.4382919773458378,Southern Metropolitan,0.1907873028443211
Albert Park,49 Page St,0.6666666666666667,h,0.9121522693997071,PI,Marshall,24/09/2016,0.12745098039215685,0.9951219512195124,0.6666666666666667,0.0,0.3333333333333333,0.19271255060728687,0.5303643724696353,0.19108280254777005,Port Phillip,0.394107776524638,0.43462494397585655,Southern Metropolitan,0.1907873028443211
Albert Park,13/52 Moubray St,0.0,u,0.15202537823328444,S,Marshall,25/02/2017,0.12745098039215685,0.9951219512195124,0.0,0.0,0.0,0.0,0.137651821862347,0.7006369426751567,Port Phillip,0.40511099496601854,0.43238397913861404,Southern Metropolitan,0.1907873028443211
Albert Park,27 Barrett St,1.0,h,0.9804782820888238,S,Greg,27/06/2016,0.12745098039215685,0.9951219512195124,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.14817813765182078,0.5870445344129552,0.12738853503184577,Port Phillip,0.40153494897256453,0.42790204946418614,Southern Metropolitan,0.1907873028443211
Albert Park,6 Brooke St,0.3333333333333332,h,0.41434846266471437,S,Greg,28/05/2016,0.12745098039215685,0.9951219512195124,0.3333333333333333,0.0,0.0,0.06396761133603143,0.2753036437246953,0.19108280254777005,Port Phillip,0.4144637306412023,0.4327914272908089,Southern Metropolitan,0.1907873028443211
Albert Park,17 Reed St,0.6666666666666667,h,0.785261102977062,PI,Marshall,28/08/2016,0.12745098039215685,0.9951219512195124,0.6666666666666667,0.4999999999999998,0.6666666666666667,0.11902834008096973,0.542510121457489,0.19108280254777005,Port Phillip,0.397683822518092,0.4193456382675251,Southern Metropolitan,0.1907873028443211
Albert Park,9 Durham St,0.0,h,0.4167886774036115,S,Marshall,30/07/2016,0.12745098039215685,0.9951219512195124,0.0,0.0,0.0,0.0655870445344104,0.21862348178137536,0.2547770700636934,Port Phillip,0.40786179957637403,0.4283094976163811,Southern Metropolitan,0.1907873028443211
Alphington,44 Shiers St,1.0,h,0.7742801366520251,S,Collins,8/10/2016,0.2794117647058824,0.37073170731707383,1.0,0.4999999999999998,0.3333333333333333,0.48502024291497814,0.8218623481781376,0.41401273885350215,Darebin,0.5987676395345494,0.593937171494915,Northern Metropolitan,0.12024021645878691
Alphington,3/19 Harker St,0.3333333333333332,u,0.1925329428989748,S,Miles,12/11/2016,0.2794117647058824,0.37073170731707383,0.3333333333333333,0.0,0.3333333333333333,0.0712550607287427,0.24291497975708384,0.6369426751592344,Darebin,0.5784116854179853,0.5931222751904113,Northern Metropolitan,0.12024021645878691
Alphington,4/2 Miller St,0.3333333333333332,t,0.3289409468033186,S,Miles,12/11/2016,0.2794117647058824,0.37073170731707383,0.3333333333333333,0.4999999999999998,1.0,0.1255060728744915,0.5668016194331974,0.9171974522292972,Darebin,0.5748356394245314,0.5935297233426631,Northern Metropolitan,0.12024021645878691
Alphington,10 Bennett St,1.0,h,0.8291849682772083,S,Nelson,19/11/2016,0.2794117647058824,0.37073170731707383,1.0,0.4999999999999998,0.6666666666666667,0.4906882591093104,0.45344129554655765,0.7006369426751567,Darebin,0.5916155475476557,0.5951595159515564,Northern Metropolitan,0.12024021645878691
Alphington,2c Hamilton St,0.6666666666666667,h,0.35822352367008276,SP,hockingstuart,22/05/2016,0.2794117647058824,0.37073170731707383,0.6666666666666667,0.0,0.3333333333333333,0.14574898785424933,0.5303643724696353,0.9554140127388528,Darebin,0.5753858003465971,0.5802876583954766,Northern Metropolitan,0.12024021645878691
Alphington,5/5 Yarana Rd,0.3333333333333332,u,0.12640312347486532,VB,Nelson,22/05/2016,0.2794117647058824,0.37073170731707383,0.3333333333333333,0.0,0.3333333333333333,0.0,0.24291497975708384,0.6369426751592344,Darebin,0.5833631337166169,0.5947520677993045,Northern Metropolitan,0.12024021645878691
Alphington,1/14 Fulham Rd,0.3333333333333332,u,0.18594436310395296,S,Love,25/02/2017,0.2794117647058824,0.37073170731707383,0.3333333333333333,0.0,0.3333333333333333,0.0,0.24696356275303596,0.6687898089171965,Darebin,0.5745605589634849,0.5841584158414984,Northern Metropolitan,0.12024021645878691
Alphington,42 Shiers St,1.0,h,0.8877501220107366,S,Jellis,30/07/2016,0.2794117647058824,0.37073170731707383,1.0,0.4999999999999998,1.0,0.47692307692307745,0.8502024291497969,0.382165605095542,Darebin,0.598217478612484,0.5937334474187604,Northern Metropolitan,0.12024021645878691
Altona,158 Queen St,0.6666666666666667,h,0.18984870668618836,VB,Greg,3/09/2016,0.6421568627450981,0.07804878048780473,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.28502024291498,0.9797570850202424,0.9872611464968133,Hobsons Bay,0.32836354633730513,0.1742655747055311,Western Metropolitan,0.32416023229723484
Altona,1/123 Blyth St,0.3333333333333332,t,0.2874572962420692,S,hockingstuart,4/02/2016,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.0,0.6666666666666667,0.23643724696356047,0.5060728744939268,0.9745222929936295,Hobsons Bay,0.3319395923307591,0.16346819867168466,Western Metropolitan,0.32416023229723484
Altona,4 Blyth St,0.6666666666666667,h,0.48267447535383107,S,Barlow,4/03/2017,0.6421568627450981,0.07804878048780473,0.6666666666666667,0.0,0.6666666666666667,0.409716599190282,0.4858299595141692,0.4458598726114633,Hobsons Bay,0.3302891095645347,0.19973108421953079,Western Metropolitan,0.32416023229723484
Altona,1/170 Blyth St,0.6666666666666667,u,0.24353343094192276,S,Barlow,6/08/2016,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.0,0.6666666666666667,0.2518218623481785,0.3805668016194321,0.6050955414012722,Hobsons Bay,0.3278133854152396,0.15246709856168367,Western Metropolitan,0.32416023229723484
Altona,156 Maidstone St,0.6666666666666667,h,0.2581747193753046,VB,Greg,7/05/2016,0.6421568627450981,0.07804878048780473,0.6666666666666667,0.0,0.3333333333333333,0.4874493927125495,0.49797570850202394,0.6050955414012722,Hobsons Bay,0.35147030506422483,0.1469665485066547,Western Metropolitan,0.32416023229723484
Altona,1/136 Queen St,0.3333333333333332,u,0.21913128355295244,S,Barlow,8/10/2016,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.0,0.3333333333333333,0.18218623481781168,0.3765182186234814,0.8152866242038197,Hobsons Bay,0.3294638681814502,0.1783400562278213,Western Metropolitan,0.32416023229723484
Altona,3/26 Grieve Pde,0.3333333333333332,u,0.18496827720839404,S,Village,10/09/2016,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.0,0.3333333333333333,0.10283400809716522,0.30769230769230665,0.8280254777070054,Hobsons Bay,0.33221467279179184,0.1604123375299955,Western Metropolitan,0.32416023229723484
Altona,4/5 Rose St,0.3333333333333332,u,0.14348462664714473,S,hockingstuart,10/09/2016,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.0,0.6666666666666667,0.0931174089068825,0.23076923076923023,0.7643312101910811,Hobsons Bay,0.32561274172694976,0.16102350975834484,Western Metropolitan,0.32416023229723484
Altona,4/31 Millers Rd,0.3333333333333332,u,0.126891166422645,SP,Greg,11/02/2017,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2631578947368417,0.6687898089171965,Hobsons Bay,0.33441531648006795,0.20156460090452144,Western Metropolitan,0.32416023229723484
Altona,24 Wren St,1.0,h,0.34846266471449466,S,hockingstuart,11/02/2017,0.6421568627450981,0.07804878048780473,1.0,0.0,0.6666666666666667,0.6032388663967614,0.5263157894736834,0.573248407643312,Hobsons Bay,0.33991692570076504,0.15491178747496664,Western Metropolitan,0.32416023229723484
Altona,4/57 Blyth St,0.6666666666666667,u,0.29233772571986305,SP,Barlow,13/08/2016,0.6421568627450981,0.07804878048780473,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.055870445344127675,0.5708502024291496,0.9808917197452212,Hobsons Bay,0.3338651555579885,0.18159964144555066,Western Metropolitan,0.32416023229723484
Altona,3/46 Sargood St,0.3333333333333332,u,0.15422157149829177,S,Burnham,15/10/2016,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.0,0.3333333333333333,0.11093117408906897,0.3117408906882587,0.8280254777070054,Hobsons Bay,0.3407421670838773,0.18424805443504502,Western Metropolitan,0.32416023229723484
Altona,22 Fenfield St,0.6666666666666667,h,0.26695949243533423,S,hockingstuart,16/04/2016,0.6421568627450981,0.07804878048780473,0.6666666666666667,0.0,0.6666666666666667,0.4906882591093104,0.3522267206477729,0.573248407643312,Hobsons Bay,0.35367094875251487,0.14859634111554795,Western Metropolitan,0.32416023229723484
Altona,5/8 David St,0.3333333333333332,u,0.21913128355295244,PI,Biggin,16/07/2016,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.4999999999999998,0.3333333333333333,0.14170040485829902,0.30769230769230665,0.9745222929936295,Hobsons Bay,0.3319395923307591,0.17793260807556951,Western Metropolitan,0.32416023229723484
Altona,27 McIntyre Dr,0.6666666666666667,h,0.34602244997559756,SP,Greg,18/03/2017,0.6421568627450981,0.07804878048780473,0.6666666666666667,0.4999999999999998,0.6666666666666667,0.4323886639676113,0.5506072874493918,0.6687898089171965,Hobsons Bay,0.35587159244079086,0.17324695432504403,Western Metropolitan,0.32416023229723484
Altona,3/20 Mulga St,0.6666666666666667,u,0.21766715470961426,S,Williams,23/04/2016,0.6421568627450981,0.07804878048780473,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.16599190283400717,0.4574898785425097,0.9363057324840746,Hobsons Bay,0.3327648337138574,0.1538931670944227,Western Metropolitan,0.32416023229723484
Altona,104 Maidstone St,0.3333333333333332,h,0.35431918008784746,SP,hockingstuart,27/11/2016,0.6421568627450981,0.07804878048780473,0.3333333333333333,0.4999999999999998,0.3333333333333333,0.5465587044534411,0.4048582995951407,0.573248407643312,Hobsons Bay,0.3412923280059428,0.14961496149614906,Western Metropolitan,0.32416023229723484
