address,suburb,price,bedrooms,bathrooms,garage,landsize,floor_area,build_year,cbd_dist,nearest_stn,nearest_stn_dist,date_sold,post_code,latitude,longitude,nearest_sch,nearest_sch_dist,nearest_sch_rank
1 Bynder Lane,Medina,0.1915954415954415,0.3333333333333332,0.0,0.0,0.104362703165093,0.2521739130434782,0.9634146341463402,0.6900452488687783,Kwinana Station,0.3169398907103824,07-2015,0.9704142011834304,0.1727690815318445,0.2889882411737837,GILMORE COLLEGE,0.2530696097225405,0.9927536231884058
1 Camden Boulevard,Aubin Grove,0.3326210826210825,0.6666666666666665,0.0,0.0,0.4345594525234616,0.4521739130434783,0.8902439024390237,0.5135746606334841,Cockburn Central Station,0.4730679156908665,03-2018,0.9526627218934912,0.2615122356996325,0.4350650177278212,ATWELL COLLEGE,0.7657836210247095,0.927536231884058
1 Camrose Lane,Darch,0.2717236467236466,0.6666666666666665,0.0,0.0,0.3575705731394406,0.4405797101449274,0.8536585365853674,0.3167420814479638,Greenwood Station,0.6194379391100703,11-2019,0.3668639053254438,0.7418926285844406,0.3948238062009602,ASHDALE SECONDARY COLLEGE,0.2386435450832151,0.536231884057971
1 Canarias Way,Hillarys,0.6794871794871793,0.3333333333333332,0.0,0.0,0.3327630453378856,0.8347826086956522,0.8292682926829275,0.3891402714932127,Greenwood Station,0.3754879000780637,08-2018,0.1301775147928953,0.7368427893108103,0.1389255337206115,SACRED HEART COLLEGE,0.3154009914566757,0.1304347826086956
1 Challenger Avenue,Manning,0.3767806267806267,0.3333333333333332,0.0,0.0,0.2891360136868633,0.4492753623188404,0.8048780487804875,0.1221719457013574,Canning Bridge Station,0.1510538641686181,04-2019,0.8816568047337284,0.4730191487603685,0.4484551806729193,COMO SECONDARY COLLEGE,0.2615621757199109,0.6231884057971014
1 Chamberlain Circle,Bateman,0.5512820512820512,0.6666666666666665,0.0,0.0,0.5269461077843896,0.4492753623188404,0.6097560975609747,0.2239819004524886,Bull Creek Station,0.0715261514441839,11-2018,0.8698224852070986,0.4177010702829793,0.3932914812160573,CORPUS CHRISTI COLLEGE,0.2085477187082325,0.1956521739130435
1 Clarke Street,East Cannington,0.212962962962963,0.3333333333333332,0.0,0.0,0.0915312232677134,0.3072463768115941,0.8658536585365838,0.2149321266968326,Canning,0.0380562060889926,03-2016,0.6153846153846165,0.4727027959606139,0.627259589997006,SEVENOAKS SENIOR COLLEGE,0.1699408656111307,0.8188405797101449
1 Clifford Loop,Darch,0.3069800569800569,0.3333333333333332,0.0,0.0,0.1522668947817944,0.2840579710144929,0.8902439024390237,0.3099547511312217,Greenwood Station,0.5901639344262295,04-2016,0.3668639053254438,0.7374249423638018,0.3885294866475732,ASHDALE SECONDARY COLLEGE,0.2268706979057473,0.536231884057971
1 Cliverton Court,Marmion,0.6502849002849002,1.0,0.0,0.0,0.5603079555174738,0.7710144927536233,0.6707317073170745,0.3122171945701358,Warwick Station,0.3462138953942229,02-2013,0.1005917159763259,0.6984071493702002,0.1763142633524123,CARINE SENIOR HIGH SCHOOL,0.5091770579763465,0.3333333333333333
1 Cobea Court,Mount Claremont,0.5975783475783474,0.3333333333333332,0.0,0.0,0.2189905902480486,0.3942028985507245,0.731707317073171,0.1244343891402714,Loch Street Station,0.0573770491803277,06-2017,0.0414201183431933,0.5345107572881118,0.246306153817156,JOHN XXIII COLLEGE,0.2152165665056793,0.0507246376811594
1 Colmworth Way,Butler,0.2521367521367521,0.3333333333333332,0.0,0.0,0.3798118049614683,0.391304347826087,0.8414634146341474,0.7986425339366516,Butler Station,0.1608118657298983,11-2019,0.1952662721893488,0.966809802758824,0.0636907343844517,BUTLER COLLEGE,0.1161771963035475,0.2753623188405797
1 Corbin Gate,Madeley,0.2606837606837607,0.3333333333333332,0.0,0.0,0.4337040205303429,0.318840579710145,0.8536585365853674,0.33710407239819,Greenwood Station,0.4047619047619045,03-2020,0.3668639053254438,0.7494917566924592,0.3376798713789737,KINGSWAY CHRISTIAN COLLEGE,0.2924093871771633,0.3550724637681159
1 Crivelli Parkway,Ashby,0.2286324786324785,0.6666666666666665,0.0,0.0,0.2480752780153683,0.4695652173913044,0.8536585365853674,0.5361990950226244,Joondalup Station,0.3266978922716627,06-2020,0.3668639053254438,0.8516301578405078,0.2763960659324114,WANNEROO SECONDARY COLLEGE,0.8707629517500166,0.9420289855072465
1 Crowley Vista,Salter Point,0.7756410256410254,0.6666666666666665,0.0,0.0,0.3558597091531176,0.5362318840579711,0.8048780487804875,0.1357466063348416,Canning Bridge Station,0.1022638563622167,01-2014,0.8816568047337284,0.4641379300914534,0.4169600086752988,AQUINAS COLLEGE,0.214982171667949,0.1594202898550724
1 Dagostino Road,Byford,0.309116809116809,0.6666666666666665,0.0,0.0,0.4987168520102741,0.6434782608695653,0.9146341463414636,0.7058823529411765,Armadale Station,0.7658079625292737,11-2020,0.7041420118343186,0.1886088433353954,0.7280693648159497,BYFORD SECONDARY COLLEGE,0.2430828410096194,0.8333333333333333
1 Dalkey Way,Darch,0.2735042735042734,0.3333333333333332,0.0,0.0,0.18477331052176,0.4260869565217392,0.8902439024390237,0.3280542986425339,Greenwood Station,0.5608899297423887,09-2016,0.3668639053254438,0.746862658736047,0.379264814046455,ASHDALE SECONDARY COLLEGE,0.0676683272806144,0.536231884057971
1 David Street,Mullaloo,0.5121082621082621,1.0,0.0,0.0,0.5979469632164085,0.4521739130434783,0.5121951219512185,0.4683257918552036,Edgewater Station,0.385245901639344,04-2018,0.1420118343195255,0.7851073389368275,0.1292365249698236,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.5241823844215807,0.4130434782608695
1 Disney Street,Brentwood,0.4624287749287747,0.6666666666666665,0.0,0.0,0.2763045337895692,0.3333333333333333,0.6707317073170745,0.1968325791855203,Bull Creek Station,0.0882123341139734,05-2016,0.8875739644970436,0.4322352658653053,0.3825659135485673,CORPUS CHRISTI COLLEGE,0.4467442748680494,0.1956521739130435
1 Dolomite Road,Carine,0.5512820512820512,1.0,0.0,0.0,0.5508982035928257,0.501449275362319,0.6219512195121947,0.2828054298642534,Warwick Station,0.2486338797814204,02-2018,0.1005917159763259,0.6892822387256126,0.2062535361345778,CARINE SENIOR HIGH SCHOOL,0.1166501175487038,0.3333333333333333
1 Driver Road,Darch,0.3354700854700854,0.6666666666666665,0.0,0.0,0.4636441402907812,0.4840579710144926,0.8414634146341474,0.3190045248868778,Greenwood Station,0.5999219359875098,08-2016,0.3668639053254438,0.7427997042716648,0.3904389993210863,ASHDALE SECONDARY COLLEGE,0.1848957439545841,0.536231884057971
1 Durant Way,Brentwood,0.5405982905982905,0.3333333333333332,0.0,0.0,0.2634730538921896,0.4000000000000001,0.8658536585365838,0.2036199095022624,Bull Creek Station,0.0270296643247462,09-2015,0.8875739644970436,0.4285522948832124,0.3963599030627533,CORPUS CHRISTI COLLEGE,0.4193632782567729,0.1956521739130435
1 El Porto Way,Iluka,0.6225071225071224,0.6666666666666665,0.0,0.0,0.4379811804961075,0.7420289855072465,0.8780487804878038,0.590497737556561,Currambine Station,0.1900858704137392,02-2020,0.1479289940828405,0.8543700137998652,0.111272961300569,PRENDIVILLE CATHOLIC COLLEGE,0.7813574913512571,0.427536231884058
1 Empress Crescent,Atwell,0.2913105413105413,0.6666666666666665,0.0,0.0,0.5047048759623618,0.4173913043478262,0.7682926829268276,0.4140271493212669,Cockburn Central Station,0.0619633099141294,03-2019,0.9526627218934912,0.3151067485253324,0.4262246812763724,ATWELL COLLEGE,0.4552955705353759,0.927536231884058
1 Federal Street,Osborne Park,0.2877492877492876,0.3333333333333332,0.0,0.0,0.193327630453375,0.2695652173913043,0.8170731707317075,0.1221719457013574,Glendalough Station,0.1803278688524589,07-2020,0.0828402366863867,0.6275234896387674,0.3363540566535927,SERVITE COLLEGE,0.2307498221379971,0.463768115942029
1 Felpham Court,Success,0.2763532763532762,0.6666666666666665,0.0,0.0,0.3344739093242085,0.4666666666666665,0.8414634146341474,0.4343891402714931,Cockburn Central Station,0.1705698672911786,08-2020,0.9526627218934912,0.3058271747068517,0.384606498943889,EMMANUEL CATHOLIC COLLEGE,0.2660590757303354,0.4130434782608695
1 Fortune Street,Balcatta,0.2841880341880341,0.3333333333333332,0.0,0.0,0.1804961505559953,0.246376811594203,0.756097560975611,0.1515837104072398,Stirling Station,0.1998438719750195,07-2018,0.1065088757396412,0.6452146064583724,0.3327528571967591,BALCATTA SENIOR HIGH SCHOOL,0.4280301651983252,0.9710144927536232
1 Fourth Avenue,Rossmoyne,0.5776353276353275,0.6666666666666665,0.0,0.0,0.7852865697177059,0.3565217391304349,0.6585365853658546,0.1787330316742081,Bull Creek Station,0.1900858704137392,01-2014,0.8579881656804744,0.4414361271756388,0.4403491815027369,ROSSMOYNE SENIOR HIGH SCHOOL,0.3166215530190382,0.108695652173913
1 Fran Court,Merriwa,0.195156695156695,0.3333333333333332,0.0,0.0,0.4636441402907812,0.4173913043478262,0.8170731707317075,0.7375565610859729,Clarkson Station,0.2974238875878218,04-2017,0.1597633136094648,0.9319723696081026,0.0694051278665967,QUINNS BAPTIST COLLEGE,0.0936633250703895,0.8478260869565217
1 Gaffin Way,Kwinana Town Centre,0.1915954415954415,0.3333333333333332,0.0,0.0,0.0786997433703338,0.2434782608695652,0.9756097560975602,0.7036199095022625,Wellard Station,0.2291178766588599,11-2015,0.9704142011834304,0.1617971346345506,0.3109983215147957,GILMORE COLLEGE,0.1050336723979386,0.9927536231884058
1 Galilee Way,Baldivis,0.3461538461538461,0.3333333333333332,0.0,0.0,0.5457656116338567,0.6811594202898551,0.9024390243902436,0.9502262443438916,Warnbro Station,0.4828259172521467,07-2020,0.9940828402366848,0.0280872331168426,0.3179737005884041,BALDIVIS SECONDARY COLLEGE,0.3299085508844727,0.9637681159420288
1 Gerygone Pass,Tapping,0.2877492877492876,0.3333333333333332,0.0,0.0,0.2643284858853084,0.4666666666666665,0.8780487804878038,0.5723981900452488,Currambine Station,0.3462138953942229,08-2017,0.3668639053254438,0.8681259113656804,0.2462003055220304,JOSEPH BANKS SECONDARY COLLEGE,0.7112759906574536,0.6594202898550724
1 Ghost Gum Boulevard,Banksia Grove,0.195156695156695,0.6666666666666665,0.0,0.0,0.2241231822070176,0.2666666666666668,0.8414634146341474,0.6199095022624433,Clarkson Station,0.5901639344262295,08-2017,0.1656804733727797,0.8985886132460377,0.2803185821515123,JOSEPH BANKS SECONDARY COLLEGE,0.1329076071727898,0.6594202898550724
1 Glasson Way,Darch,0.3910256410256409,0.6666666666666665,0.0,0.0,0.4148845166808755,0.646376811594203,0.8780487804878038,0.3393665158371041,Whitfords Station,0.5316159250585478,08-2016,0.3668639053254438,0.7523394192741695,0.3692228990645735,ASHDALE SECONDARY COLLEGE,0.1629372779925713,0.536231884057971
1 Glebe Close,Mindarie,0.5477207977207976,0.6666666666666665,0.0,0.0,0.5260906757912708,0.701449275362319,0.8048780487804875,0.7126696832579186,Clarkson Station,0.2388758782201402,01-2018,0.1597633136094648,0.9170665437628758,0.0691929597917619,QUINNS BAPTIST COLLEGE,0.2463653920353145,0.8478260869565217
1 Gold Lane,Iluka,0.5042735042735041,1.0,0.0,0.0,0.4508126603934872,0.8666666666666667,0.8536585365853674,0.590497737556561,Currambine Station,0.1900858704137392,06-2017,0.1479289940828405,0.8545460135600804,0.1122395047525345,PRENDIVILLE CATHOLIC COLLEGE,0.7819487705115179,0.427536231884058
1 Gorman Place,Calista,0.2948717948717948,0.6666666666666665,0.0,0.0,0.3832335329341143,0.5130434782608695,0.8658536585365838,0.7194570135746606,Wellard Station,0.2096018735362997,12-2015,0.9704142011834304,0.1551920125568566,0.2878345183313302,GILMORE COLLEGE,0.3562530922335995,0.9927536231884058
1 Grant Street,Duncraig,0.4764957264957263,1.0,0.0,0.0,0.3977758768177313,0.4608695652173913,0.9390243902439036,0.3303167420814479,Greenwood Station,0.1803278688524589,02-2020,0.118343195266271,0.7199439286425534,0.2001876508750892,DUNCRAIG SENIOR HIGH SCHOOL,0.2359713542986167,0.2246376811594203
1 Hennessy Drive,Ashby,0.2628205128205127,0.6666666666666665,0.0,0.0,0.3926432848588478,0.4724637681159421,0.8536585365853674,0.5339366515837103,Joondalup Station,0.3071818891491021,07-2020,0.3668639053254438,0.8507973811289834,0.2702033513126322,WANNEROO SECONDARY COLLEGE,0.8874091495692236,0.9420289855072465
1 Hewlett Turn,Tapping,0.2913105413105413,0.6666666666666665,0.0,0.0,0.4131736526945526,0.6550724637681159,0.8170731707317075,0.5723981900452488,Currambine Station,0.4437939110070256,07-2018,0.3668639053254438,0.8721397889738534,0.2719204982649276,JOSEPH BANKS SECONDARY COLLEGE,0.5797299987863277,0.6594202898550724
1 Hitek Court,Merriwa,0.1559829059829058,0.6666666666666665,0.0,0.0,0.4174508126604028,0.2347826086956521,0.6707317073170745,0.7375565610859729,Clarkson Station,0.2876658860265416,11-2020,0.1597633136094648,0.9326222148765596,0.0746386070458991,QUINNS BAPTIST COLLEGE,0.146452188148685,0.8478260869565217
1 Ingot Lane,Harrisdale,0.3069800569800569,0.6666666666666665,0.0,0.0,0.2865697177074216,0.501449275362319,0.8902439024390237,0.4049773755656109,Cockburn Central Station,0.6584699453551911,09-2020,0.6449704142011801,0.3346483132853139,0.5806915264785865,CAREY BAPTIST COLLEGE,0.1639660638212421,0.4420289855072464
1 Iona Place,Cannington,0.3438746438746438,0.6666666666666665,0.0,0.0,0.3558597091531176,0.3884057971014493,0.743902439024391,0.1923076923076923,Queens Park Station,0.0462529274004683,11-2017,0.6153846153846165,0.4739262244475928,0.59859945496379,SEVENOAKS SENIOR COLLEGE,0.1190105221690133,0.8188405797101449
1 Irma Way,Butler,0.212962962962963,0.6666666666666665,0.0,0.0,0.3909324208725249,0.3681159420289854,0.8658536585365838,0.8122171945701357,Butler Station,0.0925058548009364,04-2020,0.1952662721893488,0.973345851699868,0.0536339676373014,BUTLER COLLEGE,0.2710226461111831,0.2753623188405797
1 Jacolite Street,Darch,0.334045584045584,0.6666666666666665,0.0,0.0,0.4157399486740799,0.5420289855072464,0.8658536585365838,0.3235294117647059,Greenwood Station,0.6096799375487897,08-2019,0.3668639053254438,0.7447044684457292,0.3915976727519775,ASHDALE SECONDARY COLLEGE,0.1930868204904702,0.536231884057971
1 Jade Grove,Edgewater,0.2984330484330483,0.6666666666666665,0.0,0.0,0.5235243798117435,0.4666666666666665,0.5731707317073181,0.4592760180995475,Edgewater Station,0.0544496487119437,02-2017,0.1420118343195255,0.803546698429296,0.2354148593089712,MATER DEI COLLEGE,0.1907391099608776,0.7463768115942029
1 Jaffa Close,Seville Grove,0.2236467236467237,0.3333333333333332,0.0,0.0,0.4585115483318979,0.3043478260869566,0.7195121951219511,0.5248868778280542,Sherwood Station,0.2388758782201402,10-2016,0.6449704142011801,0.2929226556733721,0.7122866532136477,CECIL ANDREWS COLLEGE,0.1971883038744171,1.0
1 Jarrah Lane,Mount Claremont,0.8183760683760681,0.3333333333333332,0.0,0.0,0.1693755346449387,0.5681159420289855,0.8170731707317075,0.1176470588235294,Loch Street Station,0.0319086651053863,12-2020,0.0414201183431933,0.5323039910639736,0.2565137956396878,JOHN XXIII COLLEGE,0.3162775993550142,0.0507246376811594
1 Jecks Street,Maida Vale,0.3183760683760683,0.6666666666666665,0.0,0.0,0.3849443969204372,0.5072463768115942,0.8292682926829275,0.3099547511312217,Midland Station,0.726775956284153,09-2020,0.3195266272189351,0.5478325852914846,0.7916016803711952,DARLING RANGE SPORTS COLLEGE,0.6097441142875177,0.9855072463768116
1 Kartner Road,Tapping,0.3126780626780626,0.6666666666666665,0.0,0.0,0.4627887082976625,0.4840579710144926,0.8658536585365838,0.5520361990950226,Currambine Station,0.4437939110070256,01-2019,0.3668639053254438,0.8607601589397021,0.2734165189348134,JOSEPH BANKS SECONDARY COLLEGE,0.8467175033942173,0.6594202898550724
1 Kilmurray Elbow,Huntingdale,0.2521367521367521,0.6666666666666665,0.0,0.0,0.4183062446535216,0.3275362318840581,0.8170731707317075,0.3710407239819004,Thornlie Station,0.4437939110070256,04-2020,0.6331360946745558,0.3701134428115921,0.6462901233403754,SOUTHERN RIVER COLLEGE,0.5895472191399889,0.8695652173913043
1 Kyby Place,Carramar,0.4686609686609685,0.6666666666666665,0.0,0.0,0.4277159965782552,0.7072463768115943,0.8658536585365838,0.6018099547511311,Currambine Station,0.4437939110070256,07-2020,0.1656804733727797,0.8868603276869169,0.2601338544810168,JOSEPH BANKS SECONDARY COLLEGE,0.2446088713114603,0.6594202898550724
1 Lauder Place,Kinross,0.3304843304843303,0.6666666666666665,0.0,0.0,0.4422583404618722,0.4869565217391304,0.7195121951219511,0.6153846153846154,Currambine Station,0.1510538641686181,08-2017,0.1479289940828405,0.8716586056294455,0.1230600765691078,LAKE JOONDALUP BAPTIST COLLEGE,0.9152441938684986,0.572463768115942
1 Laughton Way,Leeming,0.3675213675213675,0.3333333333333332,0.0,0.0,0.186484174508083,0.3304347826086955,0.9146341463414636,0.2579185520361991,Murdoch Station,0.1510538641686181,12-2019,0.8639053254437892,0.3995793903576853,0.4353455510712168,WILLETTON SENIOR HIGH SCHOOL,0.3250469282172494,0.1231884057971014
1 Librizzi Parade,Sinagra,0.334045584045584,0.6666666666666665,0.0,0.0,0.4644995722839855,0.6231884057971014,0.8902439024390237,0.5180995475113122,Joondalup Station,0.3364558938329429,11-2016,0.3668639053254438,0.8429828157760298,0.2828535191611509,WANNEROO SECONDARY COLLEGE,0.6568299746839427,0.9420289855072465
1 Linnett Brace,Darch,0.3482905982905983,0.6666666666666665,0.0,0.0,0.3712574850299389,0.5333333333333333,0.9024390243902436,0.3122171945701358,Greenwood Station,0.5120999219359873,12-2019,0.3668639053254438,0.7383184796079313,0.3666054522480249,KINGSWAY CHRISTIAN COLLEGE,0.1364013720994684,0.3550724637681159
1 Lintonmarc Drive,Redcliffe,0.3518518518518518,0.6666666666666665,0.0,0.0,0.3293413173652396,0.4202898550724639,0.7926829268292676,0.1538461538461538,Ashfield Station,0.3462138953942229,01-2017,0.5976331360946715,0.5650941002348671,0.6173645424713241,BELMONT CITY COLLEGE,0.5250644843631878,0.4057971014492754
1 Litchfield Crescent,Carramar,0.358974358974359,0.3333333333333332,0.0,0.0,0.4841745081265715,0.4811594202898551,0.8536585365853674,0.592760180995475,Currambine Station,0.4535519125683059,01-2018,0.1656804733727797,0.8819931897028193,0.2669708528213722,JOSEPH BANKS SECONDARY COLLEGE,0.3463989578502803,0.6594202898550724
1 Malone Mews,Clarkson,0.1695156695156694,0.6666666666666665,0.0,0.0,0.5534644995722674,0.3768115942028985,0.743902439024391,0.7262443438914028,Clarkson Station,0.2583918813427007,09-2019,0.1597633136094648,0.9264757617124116,0.0721397386089413,QUINNS BAPTIST COLLEGE,0.0866536466275478,0.8478260869565217
1 Mannix Pass,Queens Park,0.3126780626780626,0.6666666666666665,0.0,0.0,0.2822925577416569,0.3942028985507245,0.8170731707317075,0.2036199095022624,Canning,0.0713309914129584,06-2016,0.6153846153846165,0.4801933051397017,0.6246513371303688,ST NORBERT COLLEGE,0.2089573459056287,0.2971014492753623
1 McKenna Glen,Mount Claremont,0.7044159544159542,0.6666666666666665,0.0,0.0,0.3122326775020953,0.5130434782608695,0.6951219512195111,0.1289592760180995,Loch Street Station,0.0689890710382512,12-2017,0.0414201183431933,0.5339150657920255,0.2407662096409445,JOHN XXIII COLLEGE,0.2157003776308749,0.0507246376811594
1 Meares Avenue,Parmelia,0.1132478632478632,0.6666666666666665,0.0,0.0,0.5132591958938911,0.2724637681159421,0.9512195121951236,0.6990950226244343,Wellard Station,0.2486338797814204,06-2019,0.9704142011834304,0.164518646003522,0.3140584923807918,GILMORE COLLEGE,0.0562187847951665,0.9927536231884058
1 Melissa Street,Duncraig,0.6331908831908831,0.6666666666666665,0.0,0.0,0.5175363558596558,0.6405797101449275,0.585365853658535,0.3619909502262444,Greenwood Station,0.1705698672911786,10-2020,0.118343195266271,0.7363147900301895,0.1916610874321273,DUNCRAIG SENIOR HIGH SCHOOL,0.125610133334567,0.2246376811594203
1 Mission Place,Cooloongup,0.2628205128205127,0.6666666666666665,0.0,0.0,0.5911035072711165,0.501449275362319,0.6951219512195111,0.8371040723981901,Rockingham Station,0.0675253708040593,09-2017,0.9763313609467456,0.0991008889788472,0.2020337488684344,KOLBE CATHOLIC COLLEGE,0.4650861932941909,0.6956521739130435
1 Moody Glen,Palmyra,0.4836182336182336,1.0,0.0,0.0,0.3618477331052052,0.4405797101449274,0.7682926829268276,0.2579185520361991,Fremantle Station,0.385245901639344,09-2019,0.911242603550298,0.4230487553046446,0.2441373246077489,MELVILLE SENIOR HIGH SCHOOL,0.4881946990888304,0.4347826086956522
1 Mosman Loop,Success,0.341168091168091,0.6666666666666665,0.0,0.0,0.3712574850299389,0.5072463768115942,0.9146341463414636,0.4773755656108596,Cockburn Central Station,0.3364558938329429,08-2019,0.9526627218934912,0.2811387948053612,0.3799013182709593,ATWELL COLLEGE,0.5978469959370146,0.927536231884058
1 Mottee Road,Bateman,0.5106837606837605,0.6666666666666665,0.0,0.0,0.5526090675790631,0.4579710144927535,0.5731707317073181,0.2307692307692308,Murdoch Station,0.112021857923497,03-2016,0.8698224852070986,0.4138561524446079,0.3854648366777674,CORPUS CHRISTI COLLEGE,0.0891773949622931,0.1956521739130435
1 Mulgrave Loop,Mindarie,0.3910256410256409,1.0,0.0,0.0,0.5132591958938911,0.7246376811594203,0.8414634146341474,0.7285067873303168,Clarkson Station,0.2974238875878218,11-2020,0.1597633136094648,0.9253097768394838,0.0603330567290322,QUINNS BAPTIST COLLEGE,0.0538575395918119,0.8478260869565217
1 newquay Street,Harrisdale,0.2859686609686608,0.6666666666666665,0.0,0.0,0.2908468776731863,0.4811594202898551,0.9146341463414636,0.4117647058823528,Cockburn Central Station,0.6584699453551911,12-2018,0.6449704142011801,0.3308810519565236,0.5810885165208584,CAREY BAPTIST COLLEGE,0.2179168120412331,0.4420289855072464
1 Northerly Avenue,Ascot,0.5648148148148148,0.3333333333333332,0.0,0.0,0.165098374679174,0.4782608695652174,0.9268292682926836,0.1018099547511311,Bayswater Station,0.2096018735362997,03-2015,0.5976331360946715,0.5748591761610952,0.5544819327097209,BELMONT CITY COLLEGE,0.7929204692375011,0.4057971014492754
1 O'Mara Boulevard,Iluka,0.4017094017094015,0.6666666666666665,0.0,0.0,0.2087254063301963,0.5826086956521741,0.8414634146341474,0.5791855203619909,Currambine Station,0.1998438719750195,11-2020,0.1479289940828405,0.8490627410308232,0.1141282721032187,PRENDIVILLE CATHOLIC COLLEGE,0.6530896000172282,0.427536231884058
1 Park Lane,Kardinya,0.3910256410256409,0.6666666666666665,0.0,0.0,0.3746792130024993,0.4579710144927535,0.6707317073170745,0.2624434389140272,Murdoch Station,0.21935987509758,11-2019,0.9467455621301764,0.4004801706688644,0.3369490702323504,KENNEDY BAPTIST COLLEGE,0.2333969481628554,0.0797101449275362
1 Parkwood Avenue,Woodvale,0.3514957264957263,0.3333333333333332,0.0,0.0,0.2549187339605747,0.3449275362318841,0.6951219512195111,0.4298642533936652,Edgewater Station,0.1022638563622167,11-2018,0.1360946745562103,0.7882771893872594,0.2429319742003814,WOODVALE SECONDARY COLLEGE,0.5013839064310572,0.5507246376811594
